,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:10,347","00:00:13,850",- [upbeat music playing] - [audience cheering],0,0.0,,,,10.35,13.85
1,"00:00:32,286","00:00:35,330",[audience cheering],0,0.0,,,,32.29,35.33
2,"00:00:39,584","00:00:41,669",[upbeat music continues],3,64.11999999999999,"#3, #4, #5, ","40.84, 46.4, 51.78, ","45.57, 50.94, 106.63, ",39.58,41.67
3,"00:01:08,029","00:01:10,365","[audience cheering, screaming]",0,0.0,,,,68.03,70.36
4,"00:01:25,422","00:01:26,507",[laughs],0,0.0,,,,85.42,86.51
5,"00:01:26,589","00:01:28,967",- [woman screams] - Hey...,0,0.0,,,,86.59,88.97
6,"00:01:30,635","00:01:32,262",OK.,0,0.0,,,,90.64,92.26
7,"00:01:32,346","00:01:34,597",[audience cheering],0,0.0,,,,92.35,94.6
8,"00:01:43,357","00:01:45,984","- Let me say some stuff, OK? - [audience laughs]",0,0.0,,,,103.36,105.98
9,"00:01:46,067","00:01:49,029",This is a good crowd. Um...,1,7.109999999999999,"#6, ","107.84, ","114.95, ",106.07,109.03
10,"00:01:49,112","00:01:51,448",What's up? Hey...,0,0.0,,,,109.11,111.45
11,"00:01:52,699","00:01:56,495","Oh, man. I'm so happy I'm here in Los Angeles.",1,1.6499999999999915,"#7, ","115.79, ","117.44, ",112.7,116.5
12,"00:01:56,578","00:02:00,123","You know, I'm home. And that's awesome, man. I'm so happy...",1,5.359999999999999,"#8, ","119.29, ","124.65, ",116.58,120.12
13,"00:02:00,207","00:02:01,791",Thank you for coming out.,0,0.0,,,,120.21,121.79
14,"00:02:01,875","00:02:05,670","Um, it's cool, man. This is so cool, man. I'm happy.",0,0.0,,,,121.88,125.67
15,"00:02:05,753","00:02:07,922","I never know really how to start this shit,",1,1.4799999999999898,"#9, ","127.68, ","129.16, ",125.75,127.92
16,"00:02:08,006","00:02:11,468",but I got... I'm just... I don't know.,0,0.0,,,,128.01,131.47
17,"00:02:11,552","00:02:15,055","- I got... I've been... Well, fuck it. I... - [audience laughs]",1,4.689999999999998,"#10, ","133.59, ","138.28, ",131.55,135.06
18,"00:02:15,138","00:02:18,266","I was... It's cool, man. I've been doing this tour... I don't know.",0,0.0,,,,135.14,138.27
19,"00:02:18,350","00:02:19,893","OK, here's the deal.",1,3.0500000000000114,"#11, ","138.81, ","141.86, ",138.35,139.89
20,"00:02:21,644","00:02:25,190","I've been doing stand-up for a while now, like, for eight and a half years.",0,0.0,,,,141.64,145.19
21,"00:02:25,273","00:02:28,693","And when I first started, you know, nobody gave a shit.",1,4.140000000000015,"#12, ","148.1, ","152.24, ",145.27,148.69
22,"00:02:28,776","00:02:31,821","People don't care, you know? You're like, ""I wanna do stand-up,""",0,0.0,,,,148.78,151.82
23,"00:02:31,905","00:02:36,201","people are like... ""Eat dicks."" Nobody gives a shit. [Laughs]",1,3.780000000000001,"#13, ","153.63, ","157.41, ",151.91,156.2
24,"00:02:36,284","00:02:39,621","Nobody cares about some dude who thinks he's funny, you know?",1,17.00999999999999,"#14, ","159.12, ","176.13, ",156.28,159.62
25,"00:02:39,704","00:02:41,122",And I played the worst gigs ever.,0,0.0,,,,159.7,161.12
26,"00:02:41,206","00:02:44,167","Like, just straight-up, like, Laundromats, for real.",0,0.0,,,,161.21,164.17
27,"00:02:44,251","00:02:49,631","Like open mics in Laundromats, for real, where people would be folding laundry,",0,0.0,,,,164.25,169.63
28,"00:02:49,714","00:02:54,219","and they'd look over at you and be like, ""Why does that asshole have a microphone?""",0,0.0,,,,169.71,174.22
29,"00:02:54,302","00:02:57,264","And then I'd be, like, ""Hey, what's the deal with cell phones?""",0,0.0,,,,174.3,177.26
30,"00:02:57,347","00:02:58,723",Or whatever.,1,7.829999999999984,"#15, ","177.62, ","185.45, ",177.35,178.72
31,"00:02:58,806","00:03:02,060",And try to make that guy forget about doing his laundry for a few seconds.,0,0.0,,,,178.81,182.06
32,"00:03:02,143","00:03:03,853",You know? Just to make a joke.,0,0.0,,,,182.14,183.85
33,"00:03:03,937","00:03:05,813","I played shitty gigs, man.",0,0.0,,,,183.94,185.81
34,"00:03:05,897","00:03:09,651","Like, I played gigs deep... Like, I think the worst gig I ever had",2,4.069999999999993,"#16, #17, ","186.19, 188.33, ","187.55, 191.04, ",185.9,189.65
35,"00:03:09,734","00:03:13,447","was deep in the Valley, like, deep in the Valley of Los Angeles.",1,2.8100000000000023,"#18, ","192.99, ","195.8, ",189.73,193.45
36,"00:03:13,530","00:03:16,617","- [audience cheering] - No, don't... It was... OK. It was...",0,0.0,,,,193.53,196.62
37,"00:03:16,699","00:03:19,786","I feel... It was so deep in the Valley, I feel like...",1,5.460000000000008,"#19, ","196.87, ","202.33, ",196.7,199.79
38,"00:03:19,869","00:03:22,664","You know how the Valley just, like... It keeps going.",0,0.0,,,,199.87,202.66
39,"00:03:22,747","00:03:26,918","Like, it never... Even if you're about to get to the edge of the Valley,",1,4.510000000000019,"#20, ","203.32, ","207.83, ",202.75,206.92
40,"00:03:27,001","00:03:30,213","people will beat you there and be like, ""We gotta make more Valley.""",1,21.28,"#21, ","208.58, ","229.86, ",207.0,210.21
41,"00:03:30,297","00:03:31,798",Let's do this.,0,0.0,,,,210.3,211.8
42,"00:03:31,881","00:03:34,175","""Hurry up. Put up..."" You know?",0,0.0,,,,211.88,214.18
43,"00:03:35,093","00:03:38,179","""Put up a Verizon Wireless store, just the front part. Who cares?""",0,0.0,,,,215.09,218.18
44,"00:03:38,263","00:03:40,056",Nobody goes in.,0,0.0,,,,218.26,220.06
45,"00:03:40,140","00:03:42,892","""Put up a Lamps Plus. Do it."" Like...",0,0.0,,,,220.14,222.89
46,"00:03:42,976","00:03:45,604",Fuckin' Lamps Plus. You know what I mean?,0,0.0,,,,222.98,225.6
47,"00:03:45,687","00:03:48,189","Fuck that place, straight up.",0,0.0,,,,225.69,228.19
48,"00:03:48,815","00:03:51,276",Lamps Plus what? You know?,1,2.25,"#22, ","231.14, ","233.39, ",228.81,231.28
