,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:32,978","00:00:35,981",[cheering and applause],0,0.0,,,,32.98,35.98
1,"00:00:45,073","00:00:47,951",[cheering and applause continues],0,0.0,,,,45.07,47.95
2,"00:00:48,035","00:00:51,330","What's up, San Antonio?",0,0.0,,,,48.03,51.33
3,"00:00:51,413","00:00:53,123",[cheering and applause],0,0.0,,,,51.41,53.12
4,"00:00:53,206","00:00:54,458",Oh-ho-ho-ho!,0,0.0,,,,53.21,54.46
5,"00:00:54,541","00:00:58,295","Oh, I'm so excited to be here! Thank you, guys, for coming out.",0,0.0,,,,54.54,58.3
6,"00:00:58,378","00:01:01,340",I love San Antonio. I got here last night.,0,0.0,,,,58.38,61.34
7,"00:01:01,423","00:01:04,051","And I asked this chick, ""What do you guys do here for fun?""",0,0.0,,,,61.42,64.05
8,"00:01:04,134","00:01:06,678","And she's like... [slurs] ""I'll tell you what to do.""",1,2.6700000000000017,"#4, ","65.73, ","68.4, ",64.13,66.68
9,"00:01:06,762","00:01:08,138",[laughter],0,0.0,,,,66.76,68.14
10,"00:01:08,221","00:01:10,474","[slurs] ""You're gonna drink,",1,1.5499999999999972,"#5, ","69.7, ","71.25, ",68.22,70.47
11,"00:01:10,557","00:01:13,268","you're gonna get plastered,",1,0.5900000000000034,"#6, ","72.67, ","73.26, ",70.56,73.27
12,"00:01:13,352","00:01:16,772","you're gonna end the night with Five Guys.""",1,5.449999999999989,"#7, ","74.62, ","80.07, ",73.35,76.77
13,"00:01:16,855","00:01:19,691",[laughter and whooping],0,0.0,,,,76.86,79.69
14,"00:01:19,775","00:01:23,070",I had no idea Five Guys was a burger place.,1,18.67,"#8, ","81.41, ","100.08, ",79.78,83.07
15,"00:01:23,153","00:01:26,281",[laughter and applause],0,0.0,,,,83.15,86.28
16,"00:01:32,371","00:01:34,498","I'm like, ""Wow, you must be popular!""",0,0.0,,,,92.37,94.5
17,"00:01:34,581","00:01:35,582",[laughter],0,0.0,,,,94.58,95.58
18,"00:01:35,666","00:01:37,125","""I'll start with one.""",0,0.0,,,,95.67,97.12
19,"00:01:37,209","00:01:38,418",[laughter],0,0.0,,,,97.21,98.42
20,"00:01:38,502","00:01:41,046",My idea of a threesome is me with a pint of Ben & Jerry's.,0,0.0,,,,98.5,101.05
21,"00:01:41,129","00:01:42,506",I don't know what we're doing.,1,2.019999999999996,"#9, ","101.5, ","103.52, ",101.13,102.51
22,"00:01:42,589","00:01:43,590",[laughter],0,0.0,,,,102.59,103.59
23,"00:01:43,674","00:01:47,469",It's so good to be here. I've been traveling non-stop for over a year.,0,0.0,,,,103.67,107.47
24,"00:01:47,552","00:01:51,223","And I've seen all of the country, and wow!",1,1.3400000000000034,"#10, ","108.74, ","110.08, ",107.55,111.22
25,"00:01:52,015","00:01:54,768","I was recently in North Carolina and I went into this bar,",0,0.0,,,,112.02,114.77
26,"00:01:54,851","00:01:57,813",and I asked the bartender for an Old Fashioned.,1,9.060000000000002,"#11, ","117.95, ","127.01, ",114.85,117.81
27,"00:01:58,313","00:02:01,274","So he took away my voting rights. I was like, ""Whoa, that's...""",0,0.0,,,,118.31,121.27
28,"00:02:01,358","00:02:02,275",[laughter],0,0.0,,,,121.36,122.28
29,"00:02:02,359","00:02:04,194","""Whoa! Whoa!""",0,0.0,,,,122.36,124.19
