,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:09,092","00:00:11,428",[announcer] You seen him on  Pimpin' Pimpin'.,0,0.0,,,,9.09,11.43
1,"00:00:11,511","00:00:13,763",You seen him in  American Hustle.,0,0.0,,,,11.51,13.76
2,"00:00:13,847","00:00:16,433",You seen him in  Friday After Next.,0,0.0,,,,13.85,16.43
3,"00:00:16,516","00:00:20,311",He is single-handedly shutting the Internet down.,0,0.0,,,,16.52,20.31
4,"00:00:20,395","00:00:23,565","Give it up for the king of underground comedy,",0,0.0,,,,20.39,23.57
5,"00:00:23,648","00:00:28,987",Mr. Katt Williams!,0,0.0,,,,23.65,28.99
6,"00:00:29,070","00:00:30,196",[audience cheering],0,0.0,,,,29.07,30.2
7,"00:00:30,280","00:00:32,991","[""Bad and Boujee"" playing on speakers]",0,0.0,,,,30.28,32.99
8,"00:00:33,074","00:00:35,160",-♪ Smokin' on cookie in the hotbox ♪ -♪ Cookie ♪,0,0.0,,,,33.07,35.16
9,"00:00:35,243","00:00:38,830","♪ Fuckin' on your bitch she a thot, thot Cookin' up dope in the Crock-Pot ♪",0,0.0,,,,35.24,38.83
10,"00:00:38,913","00:00:42,667","♪ We came from nothin' to somethin', nigga I don't trust nobody, grip the trigger ♪",0,0.0,,,,38.91,42.67
11,"00:00:42,751","00:00:46,129","♪ Call up the gang, they come and get you Cry me a river, give you a tissue ♪",1,20.229999999999997,"#1, ","44.38, ","64.61, ",42.75,46.13
12,"00:00:46,212","00:00:48,840",♪ My bitch is bad and boujee Cookin' up dope with a Uzi ♪,0,0.0,,,,46.21,48.84
13,"00:00:49,549","00:00:53,386","♪ My niggas is savage, ruthless We got 30's and 100 rounds, too ♪",0,0.0,,,,49.55,53.39
14,"00:00:53,470","00:00:57,015",♪ My bitch is bad and boujee Cookin' up dope with a Uzi ♪,0,0.0,,,,53.47,57.02
15,"00:00:57,098","00:01:00,560","♪ My niggas is savage, ruthless We got 30's and 100 rounds, too ♪",0,0.0,,,,57.1,60.56
16,"00:01:01,436","00:01:05,065","♪ Offset, whoa, whoa, whoa ♪",0,0.0,,,,61.44,65.06
17,"00:01:05,148","00:01:07,817",♪ Rackings on rackings Got back ends on back ends-- ♪,1,7.900000000000006,"#2, ","65.91, ","73.81, ",65.15,67.82
18,"00:01:07,901","00:01:10,445","[music stops, then audience cheers]",0,0.0,,,,67.9,70.44
19,"00:01:10,528","00:01:12,280","Oh, man.",1,3.039999999999992,"#3, ","75.76, ","78.8, ",70.53,72.28
20,"00:01:17,994","00:01:21,372","I gotta honestly say, I have done seven, eight specials.",1,1.1000000000000085,"#4, ","79.77, ","80.87, ",77.99,81.37
21,"00:01:21,664","00:01:25,460",Nothing is messing with Jacksonville at all.,1,10.939999999999998,"#5, ","84.2, ","95.14, ",81.66,85.46
22,"00:01:25,543","00:01:29,005",Let me say that. Off top.,0,0.0,,,,85.54,89.0
23,"00:01:29,631","00:01:30,632",Lit.,0,0.0,,,,89.63,90.63
24,"00:01:34,260","00:01:35,303",We did not--,1,2.2299999999999898,"#6, ","95.73, ","97.96, ",94.26,95.3
25,"00:01:37,639","00:01:40,099",They don't know. We better let them know.,1,4.510000000000005,"#7, ","98.72, ","103.23, ",97.64,100.1
26,"00:01:41,476","00:01:44,354",This the most famous county in the world.,1,10.739999999999995,"#8, ","103.97, ","114.71, ",101.48,104.35
27,"00:01:44,437","00:01:47,190",[audience cheering],0,0.0,,,,104.44,107.19
28,"00:01:47,273","00:01:50,276",People know the county and don't even know the city.,0,0.0,,,,107.27,110.28
29,"00:01:52,946","00:01:56,783",You hear it from out of nowhere. I'm gonna let somebody from here say it.,0,0.0,,,,112.95,116.78
30,"00:01:56,866","00:01:58,284",[audience shouting],1,8.230000000000004,"#9, ","117.1, ","125.33, ",116.87,118.28
31,"00:02:01,287","00:02:03,123",It speaks for itself.,0,0.0,,,,121.29,123.12
32,"00:02:04,707","00:02:06,042",Good old Jacksonville.,0,0.0,,,,124.71,126.04
33,"00:02:06,126","00:02:08,753","Y'all did not disappoint, thank y'all so much.",1,2.4299999999999926,"#10, ","126.74, ","129.17, ",126.13,128.75
34,"00:02:08,837","00:02:12,173",Two sold-out shows in J-Town right here.,1,6.150000000000006,"#11, ","130.88, ","137.03, ",128.84,132.17
35,"00:02:14,175","00:02:15,260",So beautiful.,0,0.0,,,,134.18,135.26
36,"00:02:16,219","00:02:18,638",Your weather sold out. Y'all don't know it.,0,0.0,,,,136.22,138.64
37,"00:02:18,721","00:02:22,142","If you don't travel, you don't know, this Jacksonville sun...",2,5.6699999999999875,"#12, #13, ","139.09, 141.93, ","141.24, 145.45, ",138.72,142.14
38,"00:02:22,225","00:02:24,227",[audience laughing],0,0.0,,,,142.22,144.23
39,"00:02:25,103","00:02:29,315",This is its own sun. It don't follow no sun rules.,1,6.77000000000001,"#14, ","147.48, ","154.25, ",145.1,149.31
40,"00:02:32,944","00:02:35,280","You come to Jacksonville, you used to heat.",1,0.8499999999999943,"#15, ","155.22, ","156.07, ",152.94,155.28
41,"00:02:35,363","00:02:37,782","You look at the heat, you're not even scared.",1,2.299999999999983,"#16, ","157.15, ","159.45, ",155.36,157.78
42,"00:02:37,866","00:02:41,619","You like, ""What, 89? Ain't nobody give a fuck about no 89.""",1,3.8600000000000136,"#17, ","160.95, ","164.81, ",157.87,161.62
43,"00:02:42,704","00:02:46,916",You mean Jacksonville 89. That's slave heat.,1,11.300000000000011,"#18, ","164.98, ","176.28, ",162.7,166.92
44,"00:02:47,000","00:02:50,169","You be like, ""I wouldn't have been able to run away today.",0,0.0,,,,167.0,170.17
45,"00:02:50,253","00:02:53,047","They'd have had to beat the shit out of me today.""",0,0.0,,,,170.25,173.05
46,"00:02:55,341","00:02:56,467",Love Jacksonville.,1,2.469999999999999,"#19, ","177.12, ","179.59, ",175.34,176.47
47,"00:02:57,302","00:03:02,974",Y'all got everything. Even your shit that ain't the top is still the top.,1,2.819999999999993,"#20, ","180.46, ","183.28, ",177.3,182.97
48,"00:03:04,225","00:03:07,228",The Jacksonville Jaguars is doing they shit.,1,7.050000000000011,"#21, ","184.39, ","191.44, ",184.22,187.23
49,"00:03:07,312","00:03:09,314",[audience cheering],0,0.0,,,,187.31,189.31
50,"00:03:09,397","00:03:10,398",That's right.,0,0.0,,,,189.4,190.4
51,"00:03:10,857","00:03:12,692",Fuck all them stats.,1,12.129999999999995,"#22, ","192.49, ","204.62, ",190.86,192.69
52,"00:03:13,693","00:03:15,695",[audience laughing],0,0.0,,,,193.69,195.69
53,"00:03:19,198","00:03:22,660",Fuck all them stats and accolades.,0,0.0,,,,199.2,202.66
54,"00:03:23,703","00:03:26,956",Jacksonville Jaguars know two things for a fact:,1,19.379999999999995,"#23, ","206.93, ","226.31, ",203.7,206.96
55,"00:03:27,624","00:03:30,335",They know they weather is better than yours...,0,0.0,,,,207.62,210.34
56,"00:03:31,294","00:03:34,380",and they know they uniforms look better than yours.,0,0.0,,,,211.29,214.38
57,"00:03:35,506","00:03:37,926",Them niggas be modeling on the sidelines.,0,0.0,,,,215.51,217.93
58,"00:03:45,141","00:03:48,811","Love it here. You come to Jacksonville, you ain't ready for it.",1,2.019999999999982,"#24, ","227.68, ","229.7, ",225.14,228.81
59,"00:03:48,895","00:03:51,898","I don't care where you from, you not ready for this.",1,1.0600000000000023,"#25, ","230.7, ","231.76, ",228.9,231.9
60,"00:03:51,981","00:03:56,152","If you love water, you could overdose in this motherfucker.",1,2.3400000000000034,"#26, ","235.18, ","237.52, ",231.98,236.15
61,"00:03:56,236","00:03:59,447","Jacksonville got water, water, water, and water.",0,0.0,,,,236.24,239.45
62,"00:03:59,530","00:04:04,577","They got a creek, lakes, rivers. The river go the wrong way, it--",3,11.050000000000011,"#27, #28, #29, ","240.25, 242.66, 244.32, ","241.05, 243.29, 253.94, ",239.53,244.58
