,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
149,"00:06:26,845","00:06:28,930",I love you all far more deeply,1,3.7900000000000205,"#77, ","388.93, ","392.72, ",386.85,388.93
150,"00:06:29,014","00:06:30,724","than the day we first met,",0,0.0,,,,389.01,390.72
151,"00:06:30,807","00:06:32,684",and the fact that we all still have,0,0.0,,,,390.81,392.68
152,"00:06:32,767","00:06:35,437",the free will to abandon each other,1,5.210000000000036,"#78, ","394.4, ","399.61, ",392.77,395.44
153,"00:06:35,520","00:06:36,980",at any given moment...,0,0.0,,,,395.52,396.98
154,"00:06:39,816","00:06:42,736",makes it all the more compelling.,0,0.0,,,,399.82,402.74
155,"00:06:48,408","00:06:50,118","I'm back, I came back!",1,2.2100000000000364,"#79, ","409.39, ","411.6, ",408.41,410.12
156,"00:06:54,080","00:06:55,415","But I don't,",0,0.0,,,,414.08,415.42
157,"00:06:55,498","00:06:58,001","it's my special, but I don't want to come back,",0,0.0,,,,415.5,418.0
158,"00:06:58,084","00:06:59,252",but I'm coming back!,0,0.0,,,,418.08,419.25
159,"00:06:59,336","00:07:00,920","No, okay, okay.",0,0.0,,,,419.34,420.92
160,"00:07:01,004","00:07:03,214","No, no! No!",0,0.0,,,,421.0,423.21
161,"00:07:03,840","00:07:05,216",But what if I didn't come back?,1,3.2099999999999795,"#80, ","424.79, ","428.0, ",423.84,425.22
162,"00:07:05,300","00:07:06,468","But I did, I did.",1,0.9699999999999704,"#81, ","429.41, ","430.38, ",425.3,426.47
163,"00:07:10,055","00:07:12,408",That's full body peek-a-boo. Not a lot of comics who are doing that.,2,11.740000000000009,"#82, #83, ","431.86, 435.96, ","435.37, 444.19, ",430.06,432.41
164,"00:07:18,355","00:07:19,356",Oh!,0,0.0,,,,438.36,439.36
165,"00:07:23,944","00:07:25,028",You're right.,0,0.0,,,,443.94,445.03
166,"00:07:25,111","00:07:26,196",Um...,1,6.960000000000036,"#84, ","445.33, ","452.29, ",445.11,446.2
167,"00:07:29,532","00:07:30,533",I know.,0,0.0,,,,449.53,450.53
168,"00:07:30,617","00:07:32,035",I'm 46 years-old.,0,0.0,,,,450.62,452.04
169,"00:07:32,118","00:07:34,579",Of course I've fallen in love many times before.,0,0.0,,,,452.12,454.58
170,"00:07:34,663","00:07:37,457","It was always over 100% my fault,",1,2.7199999999999704,"#85, ","456.79, ","459.51, ",454.66,457.46
171,"00:07:37,540","00:07:40,293","uh, that it didn't work out, 'cause you know how it is.",0,0.0,,,,457.54,460.29
172,"00:07:40,377","00:07:42,629","You fall in love with someone. You tell them, uh,",1,1.75,"#86, ","460.96, ","462.71, ",460.38,462.63
173,"00:07:42,712","00:07:44,714","that you love them, and then you share with them",0,0.0,,,,462.71,464.71
174,"00:07:44,798","00:07:46,132",what you think,1,0.9000000000000341,"#87, ","465.28, ","466.18, ",464.8,466.13
175,"00:07:46,216","00:07:49,469",is the single most horrifying fact about yourself.,1,1.2699999999999818,"#88, ","467.18, ","468.45, ",466.22,469.47
176,"00:07:49,552","00:07:51,153",They're gonna think it's something else.,1,1.6800000000000068,"#89, ","471.06, ","472.74, ",469.55,471.15
177,"00:07:51,221","00:07:52,222",But...,0,0.0,,,,471.22,472.22
178,"00:07:52,889","00:07:55,183","For example, I would tell you, I love you so much.",0,0.0,,,,472.89,475.18
179,"00:07:55,266","00:07:57,727",mental illness runs in my family.,1,4.9500000000000455,"#90, ","476.65, ","481.6, ",475.27,477.73
180,"00:07:57,811","00:07:59,145",If ever I start talking too fast,0,0.0,,,,477.81,479.14
181,"00:07:59,229","00:08:01,022",about wanting to get in touch with the pope,0,0.0,,,,479.23,481.02
182,"00:08:01,106","00:08:02,774","or some other ethical authority,",0,0.0,,,,481.11,482.77
183,"00:08:02,857","00:08:04,609","you're gonna wanna put me in a purple van,",1,6.189999999999998,"#91, ","483.61, ","489.8, ",482.86,484.61
184,"00:08:04,693","00:08:07,821",drive me to doggy day care 'cause I need to be boarded for the weekend.,0,0.0,,,,484.69,487.82
185,"00:08:09,072","00:08:10,573","Some guys said,",0,0.0,,,,489.07,490.57
186,"00:08:10,657","00:08:12,367","""Whoa, whoa, whoa.""",1,4.920000000000016,"#92, ","492.33, ","497.25, ",490.66,492.37
187,"00:08:12,450","00:08:13,493",Fair enough.,0,0.0,,,,492.45,493.49
188,"00:08:13,576","00:08:14,619","And some guys were like,",0,0.0,,,,493.58,494.62
189,"00:08:14,703","00:08:16,121","""Oh, okay.""",0,0.0,,,,494.7,496.12
190,"00:08:16,204","00:08:18,331",And I rejected them.,1,2.8799999999999955,"#93, ","497.5, ","500.38, ",496.2,498.33
191,"00:08:20,000","00:08:22,419","They shared with me their deepest secret,",1,1.2600000000000477,"#94, ","501.84, ","503.1, ",500.0,502.42
192,"00:08:22,502","00:08:24,379",and one fantastic,1,1.25,"#95, ","503.43, ","504.68, ",502.5,504.38
193,"00:08:24,462","00:08:26,297",human being to share with me.,0,0.0,,,,504.46,506.3
194,"00:08:26,381","00:08:27,632","Babe, I love you,",0,0.0,,,,506.38,507.63
195,"00:08:27,716","00:08:30,135","and... I think you should know,",1,0.8999999999999773,"#96, ","509.29, ","510.19, ",507.72,510.13
196,"00:08:30,218","00:08:31,678",my dad's in the mafia.,0,0.0,,,,510.22,511.68
197,"00:08:31,761","00:08:35,181","I'm not, but I do have a million in cash in case something goes down.",1,3.4200000000000728,"#97, ","513.03, ","516.45, ",511.76,515.18
198,"00:08:35,265","00:08:37,225",He uses my Social Security number.,0,0.0,,,,515.26,517.23
199,"00:08:37,308","00:08:39,185","He will probably try to use yours,",1,0.8900000000001,"#98, ","517.55, ","518.44, ",517.31,519.18
200,"00:08:39,269","00:08:41,187","but it'll never be a problem.""",1,3.75,"#99, ","520.63, ","524.38, ",519.27,521.19
201,"00:08:43,231","00:08:46,943","What I said was, ""Whoa, whoa, whoa.""",1,2.159999999999968,"#100, ","526.21, ","528.37, ",523.23,526.94
202,"00:08:47,027","00:08:48,737","What I could have said was,",0,0.0,,,,527.03,528.74
203,"00:08:48,820","00:08:51,990","""I work in the entertainment industry.",1,3.419999999999959,"#101, ","528.85, ","532.27, ",528.82,531.99
204,"00:08:52,073","00:08:54,743","I am awash in filthy money!""",1,4.360000000000014,"#102, ","533.4, ","537.76, ",532.07,534.74
205,"00:08:54,826","00:08:58,955",The Disney Channel's a front for Thai child prostitution.,1,13.550000000000068,"#103, ","538.06, ","551.61, ",534.83,538.96
206,"00:08:59,039","00:09:01,332",That's an open secret.,0,0.0,,,,539.04,541.33
207,"00:09:01,416","00:09:02,500",I've...,0,0.0,,,,541.42,542.5
208,"00:09:03,752","00:09:07,630",I've paid in cash most nights with a gun on the table.,0,0.0,,,,543.75,547.63
209,"00:09:08,590","00:09:12,260","I would be honored if your father used my Social,",0,0.0,,,,548.59,552.26
210,"00:09:12,343","00:09:15,344","and at certain points in my life, it would have only raised my credit score.",1,4.689999999999941,"#104, ","554.35, ","559.04, ",552.34,555.34
211,"00:09:18,266","00:09:19,434","I had another, uh,",1,2.7899999999999636,"#105, ","559.24, ","562.03, ",558.27,559.43
212,"00:09:19,517","00:09:20,894",handsome individual,0,0.0,,,,559.52,560.89
213,"00:09:21,936","00:09:23,354","share with me,",0,0.0,,,,561.94,563.35
214,"00:09:23,438","00:09:25,356","""Babe, a couple years back,",1,5.059999999999945,"#106, ","563.99, ","569.05, ",563.44,565.36
215,"00:09:25,440","00:09:27,776","I had a two-year, meth-fueled gay relationship,",0,0.0,,,,565.44,567.78
216,"00:09:27,859","00:09:29,360","but then I got into Weight Watchers,",0,0.0,,,,567.86,569.36
217,"00:09:29,444","00:09:30,945","and I gained back my confidence.""",1,4.92999999999995,"#107, ","570.09, ","575.02, ",569.44,570.95
218,"00:09:33,073","00:09:34,949","What I said, very judgmentally, was...",0,0.0,,,,573.07,574.95
219,"00:09:35,033","00:09:36,785","""Whoa, whoa, whoa.""",1,1.0200000000000955,"#108, ","576.17, ","577.19, ",575.03,576.78
220,"00:09:36,868","00:09:38,703","What I could have said was,",1,1.1900000000000546,"#109, ","578.78, ","579.97, ",576.87,578.7
221,"00:09:39,287","00:09:41,164","""That sounds like fun!""",1,1.9500000000000455,"#110, ","580.74, ","582.69, ",579.29,581.16
222,"00:09:41,956","00:09:44,042",Life is fucking hard.,1,6.480000000000018,"#111, ","583.62, ","590.1, ",581.96,584.04
223,"00:09:44,125","00:09:45,835",I hope you make up for it in points.,0,0.0,,,,584.12,585.84
224,"00:09:46,252","00:09:47,462",And...,0,0.0,,,,586.25,587.46
225,"00:09:47,545","00:09:49,839","if you want to talk about bizarre sexual behavior,",0,0.0,,,,587.54,589.84
226,"00:09:49,923","00:09:52,592",I for a period of 15 years,1,1.25,"#112, ","591.01, ","592.26, ",589.92,592.59
227,"00:09:52,675","00:09:55,804",had a one night stand in a Hampton Inn or better,1,5.160000000000082,"#113, ","594.29, ","599.45, ",592.67,595.8
228,"00:09:55,887","00:09:59,015",up and down the I-35W corridor.,0,0.0,,,,595.89,599.01
229,"00:09:59,099","00:10:00,433","They were always drunk,",0,0.0,,,,599.1,600.43
230,"00:10:00,517","00:10:02,435",I was always stone-cold sober.,1,0.6899999999999409,"#114, ","602.24, ","602.93, ",600.52,602.43
231,"00:10:02,519","00:10:04,437","It was planned, it was cyclical.",1,2.7799999999999727,"#115, ","603.44, ","606.22, ",602.52,604.44
232,"00:10:04,521","00:10:07,398",Those are a few of the signs of a predator.,1,5.5499999999999545,"#116, ","607.2, ","612.75, ",604.52,607.4
233,"00:10:07,482","00:10:08,817",Nobody's perfect.,0,0.0,,,,607.48,608.82
234,"00:10:08,900","00:10:10,026",Let's work this out!,0,0.0,,,,608.9,610.03
235,"00:10:12,278","00:10:13,988",So when my scrumptious beloved...,0,0.0,,,,612.28,613.99
236,"00:10:14,072","00:10:16,324",explained to me that at the age of 52,1,0.6299999999999955,"#117, ","615.66, ","616.29, ",614.07,616.32
237,"00:10:16,407","00:10:18,034","he is not, in fact, a virgin,",1,0.6600000000000819,"#118, ","617.81, ","618.47, ",616.41,618.03
238,"00:10:18,118","00:10:20,453",and I had always dreamed of having a clean boy...,2,8.200000000000045,"#119, #120, ","618.99, 620.51, ","619.62, 628.08, ",618.12,620.45
239,"00:10:22,205","00:10:24,207",but he is a filthy little monkey.,0,0.0,,,,622.21,624.21
240,"00:10:26,668","00:10:27,919",And he was okay with me.,0,0.0,,,,626.67,627.92
