,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:09,442","00:00:12,312","[laughing, chattering]",6,42.21000000000001,"#1, #2, #3, #4, #5, #6, ","18.11, 25.37, 28.59, 32.5, 34.94, 39.01, ","19.2, 26.64, 31.35, 33.22, 37.43, 72.89, ",9.44,12.31
1,"00:00:44,310","00:00:47,747","[man] Ladies and gentlemen, Bill Burr!",0,0.0,,,,44.31,47.75
2,"00:00:47,814","00:00:51,284","[cheering, applauding]",0,0.0,,,,47.81,51.28
3,"00:00:56,322","00:00:59,392","All right, thank you! Thank you.",0,0.0,,,,56.32,59.39
4,"00:00:59,459","00:01:02,362","Thank you, sir. How are ya? How’s it going?",0,0.0,,,,59.46,62.36
5,"00:01:03,530","00:01:06,666","-All right. -[cheering, applauding continue]",0,0.0,,,,63.53,66.67
6,"00:01:07,467","00:01:10,904","All right, all right, all right. All right, everybody settle down.",0,0.0,,,,67.47,70.9
7,"00:01:10,970","00:01:12,372","[cheering, applauding subsides]",0,0.0,,,,70.97,72.37
8,"00:01:13,239","00:01:14,574",I wanna get a gun.,1,0.960000000000008,"#7, ","75.3, ","76.26, ",73.24,74.57
9,"00:01:16,009","00:01:17,277",I do.,0,0.0,,,,76.01,77.28
10,"00:01:18,144","00:01:19,079",I really do.,0,0.0,,,,78.14,79.08
11,"00:01:19,145","00:01:22,816",I never had that feeling before till I moved out to Los Angeles.,1,1.8300000000000125,"#8, ","81.57, ","83.4, ",79.14,82.82
12,"00:01:22,882","00:01:25,185",This city just messes with your mind. You know?,1,1.7199999999999989,"#9, ","84.67, ","86.39, ",82.88,85.19
13,"00:01:25,251","00:01:28,788","It’s overpopulated, technically doesn’t have a water supply.",1,2.799999999999997,"#10, ","89.52, ","92.32, ",85.25,88.79
14,"00:01:29,956","00:01:33,293",Right? The dollar’s crashing. Shit keeps you up at night.,0,0.0,,,,89.96,93.29
15,"00:01:33,359","00:01:36,463","You’re just thinking, “What am I gonna do when the zombies come?”",1,1.509999999999991,"#11, ","97.62, ","99.13, ",93.36,96.46
16,"00:01:37,630","00:01:39,199",Right?,0,0.0,,,,97.63,99.2
17,"00:01:39,265","00:01:40,467",Start reading up on shit.,1,2.180000000000007,"#12, ","100.46, ","102.64, ",99.27,100.47
18,"00:01:40,533","00:01:42,569",“Get some powdered food.,0,0.0,,,,100.53,102.57
19,"00:01:42,635","00:01:44,604",Plant some zucchini.,1,3.1700000000000017,"#13, ","103.66, ","106.83, ",102.64,104.6
20,"00:01:45,605","00:01:47,407",Get a windmill.”,0,0.0,,,,105.61,107.41
21,"00:01:48,108","00:01:49,142",Right?,1,4.739999999999995,"#14, ","108.87, ","113.61, ",108.11,109.14
22,"00:01:49,209","00:01:52,412","And that’s all well and good, but if you don’t know how to fight,",0,0.0,,,,109.21,112.41
23,"00:01:52,479","00:01:56,349",all you’re doing is gathering supplies for the toughest guy on the block.,1,4.530000000000001,"#15, ","117.07, ","121.6, ",112.48,116.35
24,"00:01:57,550","00:01:59,252",Right? I was thinking about that.,0,0.0,,,,117.55,119.25
25,"00:01:59,319","00:02:01,921","What am I gonna do if some dude turns me upside down,",0,0.0,,,,119.32,121.92
26,"00:02:01,988","00:02:04,524",starts shaking the gold coins out of my pockets?,1,0.6700000000000017,"#16, ","125.51, ","126.18, ",121.99,124.52
27,"00:02:05,925","00:02:07,560",I gotta get a gun.,0,0.0,,,,125.92,127.56
28,"00:02:08,261","00:02:12,098",So I’m on the road. Right? I’m in Reno. Great gun town.,0,0.0,,,,128.26,132.1
29,"00:02:12,932","00:02:15,135",So I go down to that little gun store. Right?,1,1.1599999999999966,"#17, ","133.08, ","134.24, ",132.93,135.13
30,"00:02:15,201","00:02:18,404","Walk in, there’s some redneck there. I’m like, “Hey, man. I wanna get a gun.”",0,0.0,,,,135.2,138.4
31,"00:02:18,471","00:02:21,574","He’s like, “I hear ya. What you looking for? What you want?",1,1.5200000000000102,"#18, ","139.92, ","141.44, ",138.47,141.57
32,"00:02:21,641","00:02:24,878",Mossberg? Over/under? A .357 Magnum?”,0,0.0,,,,141.64,144.88
33,"00:02:24,944","00:02:28,081",Starts rattling off all this gibberish. Right?,1,4.099999999999994,"#19, ","146.32, ","150.42, ",144.94,148.08
34,"00:02:28,581","00:02:31,117",I don’t know shit. I’m trying to play it off.,0,0.0,,,,148.58,151.12
35,"00:02:31,184","00:02:33,720","I feel like a bitch, ’cause I don’t know anything about guns.",0,0.0,,,,151.18,153.72
36,"00:02:35,021","00:02:38,892","So I was like, what do I do here? Ah, hell, I’m gonna go with honesty.",1,4.099999999999994,"#20, ","156.53, ","160.63, ",155.02,158.89
37,"00:02:38,958","00:02:42,262","I go, “Look, dude, I don’t know anything about guns. They terrify me.",1,4.52000000000001,"#21, ","161.51, ","166.03, ",158.96,162.26
38,"00:02:42,328","00:02:45,031",But I’m worried about the zombies. All right?”,0,0.0,,,,162.33,165.03
39,"00:02:46,065","00:02:48,568","Dude’s just like, “You need a shotgun.",0,0.0,,,,166.06,168.57
40,"00:02:50,136","00:02:52,472","You need a shotgun, man. It’s got a good spread.",1,2.780000000000001,"#22, ","173.06, ","175.84, ",170.14,172.47
41,"00:02:53,173","00:02:57,410","It’s easy to load, doesn’t have a lot of working parts, got a good spread.”",1,3.6799999999999784,"#23, ","176.33, ","180.01, ",173.17,177.41
42,"00:02:57,944","00:02:59,812",He kept saying that. “It’s got a good spread.”,1,4.039999999999992,"#24, ","181.52, ","185.56, ",177.94,179.81
43,"00:03:01,581","00:03:02,549",“What does that mean?”,0,0.0,,,,181.58,182.55
44,"00:03:02,615","00:03:04,951","He goes, “It means you ain’t gotta be that accurate.",0,0.0,,,,182.62,184.95
45,"00:03:05,818","00:03:09,355","It’s got a good spread. Further away you are, the more shit you hit.",1,3.559999999999974,"#25, ","187.11, ","190.67, ",185.82,189.35
46,"00:03:10,857","00:03:11,891",It’s got a good spread.,1,1.9000000000000057,"#26, ","191.81, ","193.71, ",190.86,191.89
47,"00:03:11,958","00:03:14,460","You got a problem over here, you ain’t even gotta look.",0,0.0,,,,191.96,194.46
48,"00:03:14,527","00:03:16,663",You just turn-- Pow! That’s it!,1,20.870000000000005,"#27, ","195.5, ","216.37, ",194.53,196.66
49,"00:03:16,729","00:03:19,132",You ain’t got a problem over here anymore.,0,0.0,,,,196.73,199.13
50,"00:03:19,766","00:03:25,004",Anything that was even remotely a problem ain’t there anymore. Trust me.,0,0.0,,,,199.77,205.0
51,"00:03:25,071","00:03:27,707","And then these people here, they saw what you just did here.",0,0.0,,,,205.07,207.71
52,"00:03:27,774","00:03:29,776",You ain’t got a problem here either. Feel me?,0,0.0,,,,207.77,209.78
53,"00:03:29,842","00:03:32,946","Ninety degrees, taken care of right there, one shot.",0,0.0,,,,209.84,212.95
54,"00:03:33,012","00:03:35,715","These people get smart, flip it over-- Whap! That’s it.",0,0.0,,,,213.01,215.72
55,"00:03:36,349","00:03:37,717",It’s got a good spread.”,1,1.9300000000000068,"#28, ","218.38, ","220.31, ",216.35,217.72
56,"00:03:39,452","00:03:43,022","I’m, like, laughing my ass off. “Dude, I just wanna shoot the guy.",1,2.8600000000000136,"#29, ","222.89, ","225.75, ",219.45,223.02
57,"00:03:43,089","00:03:45,758",I don’t wanna have to do a bunch of drywall work. You know?,1,0.710000000000008,"#30, ","226.07, ","226.78, ",223.09,225.76
58,"00:03:46,593","00:03:48,561",Reframe my diploma.,0,0.0,,,,226.59,228.56
