,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:31,240","00:00:32,120",<i>Hello.</i>,0,0.0,,,,31.24,32.12
1,"00:00:33,560","00:00:35,720",<i>Hello! How you doing?</i>,0,0.0,,,,33.56,35.72
2,"00:00:36,880","00:00:37,720",<i>Great.</i>,0,0.0,,,,36.88,37.72
3,"00:00:37,800","00:00:38,800",<i>Thank you.</i>,0,0.0,,,,37.8,38.8
4,"00:00:38,880","00:00:39,800",<i>Wow.</i>,0,0.0,,,,38.88,39.8
5,"00:00:41,200","00:00:42,120",<i>Calm down.</i>,0,0.0,,,,41.2,42.12
6,"00:00:42,200","00:00:44,040",<i>Shut the fuck up.</i>,0,0.0,,,,42.2,44.04
7,"00:00:44,960","00:00:47,040",<i>Thank you. What a lovely welcome.</i>,0,0.0,,,,44.96,47.04
8,"00:00:47,120","00:00:49,040",<i>I'm gonna try my hardest tonight.</i>,1,0.7099999999999937,"#1, ","49.34, ","50.05, ",47.12,49.04
9,"00:00:49,760","00:00:53,840","<i>You're thinking, ""Relax, we've had </i> <i>our money's worth just seeing you.""</i>",1,2.759999999999998,"#2, ","53.21, ","55.97, ",49.76,53.84
10,"00:00:55,000","00:00:58,000",<i>What? You're a legend. Shut up! </i> <i>What is he?</i>,1,3.1199999999999974,"#3, ","56.28, ","59.4, ",55.0,58.0
11,"00:00:59,040","00:01:00,200",<i>I'm not a god.</i>,1,2.479999999999997,"#4, ","60.17, ","62.65, ",59.04,60.2
12,"00:01:01,880","00:01:04,080","<i>I'm just an ordinary guy, you know,</i>",0,0.0,,,,61.88,64.08
13,"00:01:04,160","00:01:05,920",<i>going round talking to people</i>,1,8.129999999999995,"#5, ","65.56, ","73.69, ",64.16,65.92
14,"00:01:06,000","00:01:08,120",<i>sort... sort of like Jesus...</i>,0,0.0,,,,66.0,68.12
15,"00:01:09,840","00:01:11,800",<i>in a way... but better.</i>,0,0.0,,,,69.84,71.8
16,"00:01:12,840","00:01:15,240","<i>Well, I've actually turned up. So...</i>",1,7.439999999999998,"#6, ","74.68, ","82.12, ",72.84,75.24
17,"00:01:21,360","00:01:24,000","<i>Thank you and welcome </i> <i>to my new show, </i><span style=""italic"">Humanity.</i>",0,0.0,,,,81.36,84.0
18,"00:01:24,080","00:01:27,160",<i>I don't know why I called it that.</i> <i>I'm not a big fan.</i>,1,2.1200000000000045,"#7, ","87.03, ","89.15, ",84.08,87.16
19,"00:01:27,240","00:01:29,520",<i>I prefer dogs... obviously.</i>,1,1.2000000000000028,"#8, ","89.56, ","90.76, ",87.24,89.52
20,"00:01:29,760","00:01:32,560","<i>Dogs are better people than people, </i> <i>aren't they?</i>",0,0.0,,,,89.76,92.56
21,"00:01:32,640","00:01:34,320","<i>They're amazing, dogs.</i>",1,3.1400000000000006,"#9, ","92.92, ","96.06, ",92.64,94.32
22,"00:01:34,720","00:01:36,000",<i>They're our best friends.</i>,0,0.0,,,,94.72,96.0
23,"00:01:36,080","00:01:37,880","<i>They guard us, they guide us.</i>",0,0.0,,,,96.08,97.88
24,"00:01:37,960","00:01:39,960",<i>There's medical detection dogs</i>,1,0.6000000000000085,"#10, ","98.77, ","99.37, ",97.96,99.96
25,"00:01:40,040","00:01:41,840",<i>that can smell if you've got...</i>,1,0.7099999999999937,"#11, ","100.59, ","101.3, ",100.04,101.84
26,"00:01:42,440","00:01:43,280",<i>AIDS.</i>,1,1.8999999999999915,"#12, ","103.34, ","105.24, ",102.44,103.28
27,"00:01:44,480","00:01:48,200",<i>I'm not a doctor...</i> <i>but their noses are a thousand times</i>,0,0.0,,,,104.48,108.2
28,"00:01:48,280","00:01:50,120","<i>more sensitive than ours, so they go,</i>",0,0.0,,,,108.28,110.12
29,"00:01:50,200","00:01:52,880","<i>""Cor, you're well HIV! Fuck!"" You know?</i>",1,2.739999999999995,"#13, ","112.15, ","114.89, ",110.2,112.88
30,"00:01:54,240","00:01:56,880","<i>And you go, </i> <i>""You can smell AIDS on someone?""</i>",1,2.690000000000012,"#14, ","117.6, ","120.29, ",114.24,116.88
31,"00:01:57,600","00:01:58,480",<i>Yeah.</i>,0,0.0,,,,117.6,118.48
32,"00:01:59,560","00:02:01,280","<i>""Why didn't you smell it on the bloke</i>",0,0.0,,,,119.56,121.28
33,"00:02:01,360","00:02:03,560","<i>I brought home last night, </i> <i>you fucking idiot?""</i>",1,5.310000000000002,"#15, ","122.22, ","127.53, ",121.36,123.56
