,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:15,682","00:00:16,933",<i>Go ahead and do the lights.</i>,2,6.890000000000001,"#1, #2, ","18.0, 21.26, ","18.8, 27.35, ",15.68,16.93
1,"00:00:21,354","00:00:24,190",<i>[audience cheering]</i>,0,0.0,,,,21.35,24.19
2,"00:00:25,817","00:00:26,651",<i>Go ahead.</i>,0,0.0,,,,25.82,26.65
3,"00:00:27,610","00:00:30,989","<i>Ladies and gentlemen, Louis C.K.</i>",2,50.27,"#3, #4, ","29.71, 50.16, ","48.92, 81.22, ",27.61,30.99
4,"00:00:31,197","00:00:32,866",<i>[audience cheering]</i>,0,0.0,,,,31.2,32.87
5,"00:01:13,948","00:01:14,866",<i>Hello.</i>,0,0.0,,,,73.95,74.87
6,"00:01:16,785","00:01:17,702",<i>Thank you.</i>,0,0.0,,,,76.78,77.7
7,"00:01:19,287","00:01:20,705",<i>Thank you very much.</i>,0,0.0,,,,79.29,80.7
8,"00:01:21,581","00:01:22,540",<i>Thank you.</i>,0,0.0,,,,81.58,82.54
9,"00:01:23,083","00:01:24,292",<i>Um...</i>,1,6.050000000000011,"#5, ","85.82, ","91.87, ",83.08,84.29
10,"00:01:24,375","00:01:27,587","<i>-So, you know, I think abortion is, um...</i> <i>-[audience laughing]</i>",0,0.0,,,,84.38,87.59
11,"00:01:27,796","00:01:28,630",<i>I...</i>,0,0.0,,,,87.8,88.63
12,"00:01:32,425","00:01:33,551",<i>Here's what I think.</i>,1,2.0799999999999983,"#6, ","92.87, ","94.95, ",92.42,93.55
13,"00:01:33,635","00:01:34,969",<i>[audience laughing]</i>,0,0.0,,,,93.64,94.97
14,"00:01:35,094","00:01:37,514",<i>Here's what I-- This is what I think.</i>,1,2.9099999999999966,"#7, ","96.53, ","99.44, ",95.09,97.51
15,"00:01:39,682","00:01:40,809",<i>Here's what I think. I--</i>,0,0.0,,,,99.68,100.81
16,"00:01:40,892","00:01:46,189",<i>I think you should not get an abortion</i> <i>unless you need one.</i>,2,7.300000000000011,"#8, #9, ","103.07, 105.24, ","104.33, 111.28, ",100.89,106.19
17,"00:01:46,272","00:01:48,066",<i>[audience laughing]</i>,0,0.0,,,,106.27,108.07
18,"00:01:48,942","00:01:53,071","<i>In which case--</i> <i>In which case, you'd better get one.</i>",1,4.219999999999999,"#10, ","111.94, ","116.16, ",108.94,113.07
19,"00:01:53,863","00:01:55,281","<i>I mean, seriously.</i>",0,0.0,,,,113.86,115.28
20,"00:01:56,282","00:01:59,202","<i>If you need an abortion,</i> <i>you'd better get one.</i>",1,4.9199999999999875,"#11, ","117.18, ","122.1, ",116.28,119.2
21,"00:01:59,661","00:02:00,995",<i>Don't fuck around.</i>,0,0.0,,,,119.66,121.0
22,"00:02:02,288","00:02:03,206",<i>And hurry.</i>,1,3.8400000000000034,"#12, ","122.88, ","126.72, ",122.29,123.21
23,"00:02:03,289","00:02:04,833",<i>[audience laughing]</i>,0,0.0,,,,123.29,124.83
24,"00:02:05,959","00:02:09,587",<i>Not getting an abortion</i> <i>that you need is like not taking a shit.</i>,1,3.009999999999991,"#13, ","128.3, ","131.31, ",125.96,129.59
25,"00:02:09,671","00:02:10,713",<i>That's how bad that is.</i>,0,0.0,,,,129.67,130.71
26,"00:02:11,256","00:02:13,174",<i>It's like not taking a shit.</i>,1,4.1699999999999875,"#14, ","132.75, ","136.92, ",131.26,133.17
27,"00:02:13,758","00:02:14,676",<i>That's what I think.</i>,0,0.0,,,,133.76,134.68
28,"00:02:16,094","00:02:18,263",<i>I think abortion is exactly like</i> <i>taking a shit.</i>,1,3.4000000000000057,"#15, ","138.25, ","141.65, ",136.09,138.26
29,"00:02:18,346","00:02:24,561",<i>I think it is 100%</i> <i>the exact same thing as taking a shit.</i>,2,9.050000000000011,"#16, #17, ","142.14, 144.13, ","142.87, 152.45, ",138.35,144.56
30,"00:02:25,937","00:02:27,063",<i>Or it isn't.</i>,0,0.0,,,,145.94,147.06
31,"00:02:27,147","00:02:28,773",<i>[audience laughing]</i>,0,0.0,,,,147.15,148.77
32,"00:02:29,607","00:02:31,401","<i>It is, or it isn't.</i>",0,0.0,,,,149.61,151.4
33,"00:02:32,318","00:02:36,489","<i>It's either taking a shit,</i> <i>or it's killing a baby.</i>",1,2.299999999999983,"#18, ","155.59, ","157.89, ",152.32,156.49
34,"00:02:36,573","00:02:37,907",<i>[audience laughing]</i>,0,0.0,,,,156.57,157.91
35,"00:02:40,702","00:02:43,329",<i>It's only one of those two things.</i>,1,1.3700000000000045,"#19, ","162.29, ","163.66, ",160.7,163.33
36,"00:02:43,746","00:02:45,456",<i>It's no other things.</i>,2,1.289999999999992,"#20, #21, ","164.75, 166.71, ","165.37, 167.38, ",163.75,165.46
37,"00:02:47,792","00:02:50,128","<i>If you didn't like hearing</i> <i>it's like taking a shit,</i>",1,1.210000000000008,"#22, ","169.94, ","171.15, ",167.79,170.13
38,"00:02:50,211","00:02:54,716",<i>you think it's killing a baby.</i> <i>That's the only other one you get to have.</i>,1,3.3400000000000034,"#23, ","172.29, ","175.63, ",170.21,174.72
39,"00:02:55,258","00:02:58,720",<i>Which means you should be holding a sign</i> <i>in front of the place.</i>,1,1.9000000000000057,"#24, ","177.66, ","179.56, ",175.26,178.72
40,"00:02:58,803","00:02:59,888",<i>[audience laughing]</i>,0,0.0,,,,178.8,179.89
41,"00:03:01,347","00:03:04,851",<i>People hate abortion protesters.</i> <i>They're so shrill and awful.</i>,2,3.140000000000015,"#25, #26, ","181.64, 184.23, ","183.39, 185.62, ",181.35,184.85
42,"00:03:04,934","00:03:07,812",<i>They think babies are being murdered.</i>,1,2.6599999999999966,"#27, ","186.97, ","189.63, ",184.93,187.81
43,"00:03:08,688","00:03:11,900","<i>What are they supposed to be like?</i> <i>""Uh, that's not cool.""</i>",1,3.019999999999982,"#28, ","190.36, ","193.38, ",188.69,191.9
44,"00:03:13,192","00:03:15,111","<i>I don't wanna be a dick about it, though.</i>",1,2.180000000000007,"#29, ","194.29, ","196.47, ",193.19,195.11
45,"00:03:16,070","00:03:19,782",<i>I don't want to ruin their day as they</i> <i>murder several babies all the time.</i>,1,2.4499999999999886,"#30, ","198.5, ","200.95, ",196.07,199.78
46,"00:03:22,577","00:03:24,495",<i>I don't think it's killing a baby.</i> <i>I don't.</i>,0,0.0,,,,202.58,204.5
47,"00:03:24,579","00:03:26,623","<i>I mean, it is, it's a little bit--</i>",1,4.710000000000008,"#31, ","206.34, ","211.05, ",204.58,206.62
48,"00:03:27,206","00:03:29,709",<i>It's a little bit killing a baby.</i> <i>It's a little bit...</i>,0,0.0,,,,207.21,209.71
49,"00:03:31,502","00:03:36,466",<i>It's 100% killing a baby.</i> <i>It's totally killing a whole baby.</i>,3,7.099999999999994,"#32, #33, #34, ","212.44, 215.91, 218.67, ","215.07, 217.2, 221.85, ",211.5,216.47
50,"00:03:36,549","00:03:37,425",<i>[audience laughing]</i>,0,0.0,,,,216.55,217.43
51,"00:03:40,386","00:03:45,016",<i>But I think that women should be allowed</i> <i>to kill babies.</i>,1,2.219999999999999,"#35, ","224.32, ","226.54, ",220.39,225.02
52,"00:03:45,099","00:03:46,017",<i>That's what I think.</i>,0,0.0,,,,225.1,226.02
53,"00:03:46,517","00:03:48,311",<i>They should be allowed to kill babies.</i>,1,11.460000000000008,"#36, ","227.04, ","238.5, ",226.52,228.31
54,"00:03:49,062","00:03:50,521",<i>Yeah. [laughs]</i>,0,0.0,,,,229.06,230.52
55,"00:03:50,605","00:03:51,856",<i>[crowd cheering]</i>,0,0.0,,,,230.6,231.86
56,"00:03:51,940","00:03:53,274",<i>Whoo!</i>,0,0.0,,,,231.94,233.27
57,"00:03:54,234","00:03:57,195",<i>We get to kill babies!</i>,0,0.0,,,,234.23,237.19
58,"00:03:58,446","00:04:00,990",<i>Let's do some shots and kill some babies.</i>,1,4.039999999999992,"#37, ","239.59, ","243.63, ",238.45,240.99
59,"00:04:01,074","00:04:02,367",<i>[audience laughing]</i>,0,0.0,,,,241.07,242.37
60,"00:04:03,534","00:04:07,413",<i>I killed like four babies last night.</i> <i>It was fucking retarded.</i>,3,5.060000000000031,"#38, #39, #40, ","246.19, 250.69, 252.88, ","248.59, 251.37, 254.86, ",243.53,247.41
61,"00:04:13,294","00:04:14,921",<i>It has to be one or the other.</i>,0,0.0,,,,253.29,254.92
62,"00:04:15,004","00:04:19,968","<i>You know, like, when people say,</i> <i>abortion should be legal, safe and rare.</i>",1,1.1800000000000068,"#41, ","255.38, ","256.56, ",255.0,259.97
63,"00:04:20,051","00:04:22,845",<i>Why rare if it should be legal?</i>,1,3.599999999999966,"#42, ","260.29, ","263.89, ",260.05,262.85
64,"00:04:23,179","00:04:25,974","<i>If it should be legal,</i> <i>it's-- [blows raspberry] It's shitting.</i>",1,1.4499999999999886,"#43, ","265.3, ","266.75, ",263.18,265.97
65,"00:04:28,309","00:04:31,896","<i>If it should be rare,</i> <i>it's murdering babies.</i>",1,1.3700000000000045,"#44, ","270.98, ","272.35, ",268.31,271.9
66,"00:04:31,980","00:04:34,399","<i>But, again, women should be allowed</i> <i>because...</i>",1,1.3600000000000136,"#45, ","273.71, ","275.07, ",271.98,274.4
67,"00:04:34,941","00:04:37,902",<i>Two reasons I think women</i> <i>should be allowed to kill babies.</i>,0,0.0,,,,274.94,277.9
68,"00:04:37,986","00:04:41,072","<i>Number one,</i> <i>I don't think life is that important.</i>",1,10.009999999999991,"#46, ","280.41, ","290.42, ",277.99,281.07
69,"00:04:41,698","00:04:42,907",<i>It's just not.</i>,0,0.0,,,,281.7,282.91
70,"00:04:43,992","00:04:45,326",<i>It is not.</i>,0,0.0,,,,283.99,285.33
71,"00:04:45,410","00:04:46,786",<i>[audience cheering]</i>,0,0.0,,,,285.41,286.79
72,"00:04:47,620","00:04:49,497",<i>People get too excited...</i>,0,0.0,,,,287.62,289.5
73,"00:04:50,707","00:04:52,625","<i>about life. ""Oh, life.""</i>",0,0.0,,,,290.71,292.62
74,"00:04:52,709","00:04:54,919",<i>Fuck you. It's not that--</i>,1,5.4599999999999795,"#47, ","292.82, ","298.28, ",292.71,294.92
75,"00:04:56,713","00:05:00,883","<i>Make a list of every shitty thing ever,</i> <i>that's in life.</i>",2,6.78000000000003,"#48, #49, ","298.54, 303.75, ","302.35, 306.72, ",296.71,300.88
76,"00:05:00,967","00:05:02,343",<i>[audience laughing]</i>,0,0.0,,,,300.97,302.34
77,"00:05:04,178","00:05:05,888",<i>Life is okay. I like life.</i>,0,0.0,,,,304.18,305.89
78,"00:05:06,597","00:05:08,308",<i>I like it. I don't need it.</i>,1,1.7899999999999636,"#50, ","307.73, ","309.52, ",306.6,308.31
79,"00:05:09,684","00:05:11,102",<i>I'd be fine without it.</i>,2,2.5299999999999727,"#51, #52, ","310.01, 312.49, ","311.33, 313.7, ",309.68,311.1
80,"00:05:13,563","00:05:16,190","<i>I like life, though. I do.</i> <i>You know how much I like life?</i>",0,0.0,,,,313.56,316.19
81,"00:05:16,316","00:05:17,942",<i>I have never killed myself.</i>,1,4.420000000000016,"#53, ","316.87, ","321.29, ",316.32,317.94
82,"00:05:18,568","00:05:20,194",<i>-That's how much I like it.</i> <i>-[woman] Whoo!</i>,0,0.0,,,,318.57,320.19
83,"00:05:20,737","00:05:25,616","<i>That's exactly how much I like it,</i> <i>with a razor-thin margin.</i>",2,2.9699999999999704,"#54, #55, ","322.3, 324.7, ","323.2, 326.77, ",320.74,325.62
84,"00:05:26,492","00:05:30,163",<i>I like it precisely enough</i> <i>to not kill myself.</i>,1,2.8500000000000227,"#56, ","328.2, ","331.05, ",326.49,330.16
85,"00:05:30,246","00:05:32,457","<i>It's an option, though.</i> <i>It's totally an option.</i>",1,0.8100000000000023,"#57, ","331.98, ","332.79, ",330.25,332.46
86,"00:05:33,166","00:05:35,418","<i>I mean, I'm 49. I have two kids.</i>",0,0.0,,,,333.17,335.42
87,"00:05:35,710","00:05:37,795",<i>I've flipped through the brochure</i> <i>a few times.</i>,2,3.829999999999984,"#58, #59, ","337.03, 340.6, ","339.15, 342.31, ",335.71,337.8
88,"00:05:37,879","00:05:39,172",<i>[audience laughing]</i>,0,0.0,,,,337.88,339.17
89,"00:05:41,424","00:05:44,093",<i>I've thought of killing myself just</i> <i>to win an argument.</i>,2,2.67999999999995,"#60, #61, ","343.6, 347.73, ","345.28, 348.73, ",341.42,344.09
90,"00:05:44,177","00:05:45,845",<i>[audience laughing]</i>,0,0.0,,,,344.18,345.85
91,"00:05:48,723","00:05:51,309","<i>Not supposed to talk about suicide,</i> <i>even to your shrink.</i>",0,0.0,,,,348.72,351.31
92,"00:05:51,392","00:05:55,521","<i>You ever go to a shrink and they're like,</i> <i>""Have you had thoughts... of suicide?""</i>",0,0.0,,,,351.39,355.52
