,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:06,005","00:00:09,342","[woman on TV] <i>That has been, really,</i> <i>a difficult thing for me.</i>",0,0.0,,,,6.0,9.34
1,"00:00:09,426","00:00:12,762",<i>My mother has always been</i> <i>a very difficult person all her life.</i>,0,0.0,,,,9.43,12.76
2,"00:00:12,846","00:00:16,641",<i>Very unhappy. I can never remember</i> <i>my mother being happy.</i>,0,0.0,,,,12.85,16.64
3,"00:00:16,725","00:00:21,104","[inhales deeply] <i>And as she gets older,</i> <i>however she was as a young person,</i>",0,0.0,,,,16.73,21.1
4,"00:00:21,229","00:00:24,482","<i>I find it's just now exaggerated</i> <i>and, uh...</i>",0,0.0,,,,21.23,24.48
5,"00:00:24,566","00:00:29,821","<i>so, she's, uh, 83</i> <i>and now very extremely negative,</i>",0,0.0,,,,24.57,29.82
6,"00:00:29,904","00:00:34,200","<i>very extremely unhappy, and, uh...</i> <i>that has been hard for me...</i>",1,35.940000000000005,"#0, ","30.71, ","66.65, ",29.9,34.2
7,"00:00:34,284","00:00:38,455",-[classical music playing] -[audience cheering and applauding],0,0.0,,,,34.28,38.45
8,"00:01:04,647","00:01:06,232","[woman] <i>Hello, audience.</i>",0,0.0,,,,64.65,66.23
9,"00:01:07,275","00:01:09,069",<i>Thank you for coming.</i>,0,0.0,,,,67.28,69.07
10,"00:01:09,819","00:01:12,864",<i>You are here because you want to laugh...</i>,1,1.309999999999988,"#1, ","72.54, ","73.85, ",69.82,72.86
11,"00:01:12,947","00:01:16,326",<i>and you want to forget</i> <i>about your problems.</i>,1,2.210000000000008,"#2, ","74.82, ","77.03, ",72.95,76.33
12,"00:01:17,243","00:01:18,745",<i>But I cannot allow it.</i>,1,2.4000000000000057,"#3, ","77.3, ","79.7, ",77.24,78.75
13,"00:01:20,038","00:01:21,706",<i>You should not laugh.</i>,1,1.9399999999999977,"#4, ","81.79, ","83.73, ",80.04,81.71
14,"00:01:22,791","00:01:25,585",<i>You should not forget</i> <i>about your problems.</i>,1,0.9200000000000017,"#5, ","85.74, ","86.66, ",82.79,85.58
15,"00:01:27,253","00:01:28,880",<i>The world is not funny.</i>,1,0.8799999999999955,"#6, ","88.73, ","89.61, ",87.25,88.88
16,"00:01:30,089","00:01:32,634",<i>-We are all dying.</i> -[audience laughing],0,0.0,,,,90.09,92.63
