,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:36,620","00:00:37,663",Thank you.,0,0.0,,,,36.62,37.66
1,"00:00:37,746","00:00:39,248","Oh, my God.",0,0.0,,,,37.75,39.25
2,"00:00:39,331","00:00:40,832",Sit down.,1,14.659999999999997,"#2, ","40.82, ","55.48, ",39.33,40.83
3,"00:00:45,128","00:00:46,255",All right.,0,0.0,,,,45.13,46.26
4,"00:00:48,090","00:00:51,051","Get down, get down. We got jokes to tell. Come on.",0,0.0,,,,48.09,51.05
5,"00:00:52,970","00:00:54,930","All right, let's start this shit.",1,1.3799999999999955,"#3, ","56.49, ","57.87, ",52.97,54.93
6,"00:00:58,642","00:01:00,018",Bill Cosby.,1,1.490000000000002,"#4, ","60.62, ","62.11, ",58.64,60.02
7,"00:01:01,895","00:01:05,732","Now, I don't know if you get all the news here in Nashville...",1,0.9500000000000028,"#5, ","66.23, ","67.18, ",61.9,65.73
8,"00:01:07,150","00:01:08,735",but I may say something,0,0.0,,,,67.15,68.73
9,"00:01:08,819","00:01:11,280",that's very upsetting to many of you.,0,0.0,,,,68.82,71.28
10,"00:01:12,197","00:01:16,493",It turns out that Bill Cosby is a rapist.,1,1.3100000000000023,"#6, ","76.46, ","77.77, ",72.2,76.49
11,"00:01:18,245","00:01:21,039","I know. I always used to watch him on the telly as a kid,",0,0.0,,,,78.25,81.04
12,"00:01:21,123","00:01:22,708",and I always used to think to myself...,0,0.0,,,,81.12,82.71
13,"00:01:22,791","00:01:26,003","""Ah, I bet he doesn't rape."" But...",1,1.059999999999988,"#7, ","85.68, ","86.74, ",82.79,86.0
14,"00:01:29,006","00:01:33,427","I've been wrong before and I'll be wrong again,",0,0.0,,,,89.01,93.43
15,"00:01:33,510","00:01:36,805",'cause it turns out that his favorite thing is rape.,1,1.1099999999999994,"#8, ","96.59, ","97.7, ",93.51,96.81
16,"00:01:37,723","00:01:40,684",He fucking loves raping people.,0,0.0,,,,97.72,100.68
17,"00:01:40,767","00:01:42,686","Now, think about your favorite thing.",0,0.0,,,,100.77,102.69
18,"00:01:42,769","00:01:46,898","You might be into sports, gardening, golf. I don't know what the fuck you're into.",0,0.0,,,,102.77,106.9
19,"00:01:46,982","00:01:49,484",Now think about it. Now replace it...,0,0.0,,,,106.98,109.48
20,"00:01:50,736","00:01:51,737",with rape.,1,1.4500000000000028,"#9, ","111.8, ","113.25, ",110.74,111.74
21,"00:01:53,905","00:01:57,242","And that's how Bill Cosby feels all day, every day.",1,0.9300000000000068,"#10, ","117.32, ","118.25, ",113.91,117.24
22,"00:01:59,828","00:02:01,496","Now, I did this routine in Australia,",0,0.0,,,,119.83,121.5
23,"00:02:01,580","00:02:03,665",and they wrote a horrible review of the show.,0,0.0,,,,121.58,123.67
